case_id,pdf_url,model,feature,predicted,evidence,latency_ms,error
17-72197-2020-12-21,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/12/21/17-72197.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,151890,
17-72197-2020-12-21,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/12/21/17-72197.pdf,meta/llama-3.3-70b-instruct,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,151890,
17-72197-2020-12-21,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/12/21/17-72197.pdf,meta/llama-3.3-70b-instruct,credibility_finding,False,Not mentioned in the opinion.,151890,
17-72197-2020-12-21,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/12/21/17-72197.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,151890,
17-72197-2020-12-21,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/12/21/17-72197.pdf,meta/llama-3.3-70b-instruct,nexus_requirement_met,False,Not mentioned in the opinion.,151890,
17-72197-2020-12-21,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/12/21/17-72197.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,True,"Nguyen applied for cancellation of removal for certain permanent residents, pursuant to 8 U.S.C. § 1229b(a), as well as asylum, withholding of removal, and relief pursuant to the Convention Against Torture (CAT).",4989,
17-72197-2020-12-21,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/12/21/17-72197.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,True,"Nguyen applied for cancellation of removal for certain permanent residents, pursuant to 8 U.S.C. § 1229b(a), as well as asylum, withholding of removal, and relief pursuant to the Convention Against Torture (CAT).",4989,
17-72197-2020-12-21,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/12/21/17-72197.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,True,"Nguyen applied for cancellation of removal for certain permanent residents, pursuant to 8 U.S.C. § 1229b(a), as well as asylum, withholding of removal, and relief pursuant to the Convention Against Torture (CAT).",4989,
17-72197-2020-12-21,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/12/21/17-72197.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,False,Not mentioned in the opinion.,4989,
17-72197-2020-12-21,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/12/21/17-72197.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,True,"Nguyen insisted that he feared returning to Vietnam because he is a Buddhist and a member of two proposed particular social groups. The first proposed group is comprised of 'relatives of soldiers that directly opposed the communist government,' and the second is comprised of 'known drug users.'",4989,
17-72197-2020-12-21,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/12/21/17-72197.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,False,Not mentioned in the opinion.,4989,
17-72197-2020-12-21,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/12/21/17-72197.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,False,Not mentioned in the opinion.,4989,
17-72197-2020-12-21,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/12/21/17-72197.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,4989,
17-72197-2020-12-21,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/12/21/17-72197.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_finding,False,Not mentioned in the opinion.,4989,
17-72197-2020-12-21,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/12/21/17-72197.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,4989,
17-72197-2020-12-21,https://cdn.ca9.uscourts.gov/datastore/opinions/2020/12/21/17-72197.pdf,mistralai/mistral-large-3-675b-instruct-2512,nexus_requirement_met,False,Not mentioned in the opinion.,4989,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,meta/llama-3.3-70b-instruct,asylum_requested,True,"Oscar applied for asylum, withholding of removal, and relief under the CAT.",579559,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,meta/llama-3.3-70b-instruct,withholding_requested,True,"Oscar applied for asylum, withholding of removal, and relief under the CAT.",579559,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,meta/llama-3.3-70b-instruct,CAT_requested,True,"Oscar applied for asylum, withholding of removal, and relief under the CAT.",579559,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,True,"According to Oscar, the PHTK members asked Oscar to join them, because his support might be influential in his community given his popularity.",579559,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,579559,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,True,"The men punched and kicked Oscar, pushed his then-girlfriend (now-wife) Fabienne Lorjuste, and left only when they heard the sound of a gunshot nearby, threatening to come back 'for real.'",579559,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,True,The men... threatening to come back 'for real.',579559,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,meta/llama-3.3-70b-instruct,persecutor_nongovernmental_actor,True,The PHTK is a violent gang.,579559,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,meta/llama-3.3-70b-instruct,credibility_finding,True,The IJ found Oscar to be not credible.,579559,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,579559,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,meta/llama-3.3-70b-instruct,nexus_requirement_met,False,Not mentioned in the opinion.,579559,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,True,"Oscar applied for asylum, withholding of removal, and relief under the CAT.",5687,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,True,"Oscar applied for asylum, withholding of removal, and relief under the Convention Against Torture (CAT).",5687,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,True,"Oscar applied for asylum, withholding of removal, and relief under the Convention Against Torture (CAT).",5687,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,True,"According to Oscar, [the PHTK] is also a violent gang. In 2014, while Oscar still lived in Haiti, PHTK members asked Oscar to join them, because his support might be influential in his community given his popularity. Oscar refused.",5687,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,5687,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,True,"The men punched and kicked Oscar, pushed his then-girlfriend (now-wife) Fabienne Lorjuste, and left only when they heard the sound of a gunshot nearby, threatening to come back 'for real.' Oscar testified that he was 'not really injured,' and suffered only scratches.",5687,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,False,Not mentioned in the opinion.,5687,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_nongovernmental_actor,True,"The men punched and kicked Oscar... Oscar testified that he knew the men belonged to the PHTK, because they 'identify themselves as members of PHTK.'",5687,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_finding,True,"As discussed in the concurrently filed memorandum disposition, the IJ found Oscar to be not credible.",5687,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,5687,
23-3858-2025-04-23,https://cdn.ca9.uscourts.gov/datastore/opinions/2025/04/23/23-3858.pdf,mistralai/mistral-large-3-675b-instruct-2512,nexus_requirement_met,False,Not mentioned in the opinion.,5687,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,True,"On July 10, 2013, petitioner, now represented by a third attorney, filed a motion to reopen his 1997 removal proceedings so that he could file applications for asylum, withholding of removal, and protection under the Convention Against Torture (CAT).",7036,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,True,"On July 10, 2013, petitioner, now represented by a third attorney, filed a motion to reopen his 1997 removal proceedings so that he could file applications for asylum, withholding of removal, and protection under the Convention Against Torture (CAT).",7036,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,True,"On July 10, 2013, petitioner, now represented by a third attorney, filed a motion to reopen his 1997 removal proceedings so that he could file applications for asylum, withholding of removal, and protection under the Convention Against Torture (CAT).",7036,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,False,Not mentioned in the opinion.,7036,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,True,"He argues that if he is returned to Mexico, he will be persecuted on account of his membership in a particular social group, see 8 U.S.C. §§ 1101(a)(42)(A), 1231(b)(3), consisting of 'individuals who are associated with the police and law enforcement in Mexico and who are at war with criminal elements there.'",7036,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,False,Not mentioned in the opinion.,7036,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,True,"Petitioner claims that during these ride-alongs, he witnessed law enforcement operations against cartel members and provided assistance to the police at his brother-in-law’s direction... members of drug cartels threatened and harassed him because he was involved in police activities with his brother-in-law.",7036,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_nongovernmental_actor,True,Petitioner principally contended that he feared Mexican drug cartels would associate him with law enforcement and persecute him on that basis... members of drug cartels threatened and harassed him because he was involved in police activities with his brother-in-law.,7036,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_finding,False,Not mentioned in the opinion.,7036,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,True,"Petitioner’s motion to reopen was untimely by over sixteen years... He argues, however, that two exceptions to the 90-day deadline excuse the delay.",7036,
16-72752-2022-04-26,https://cdn.ca9.uscourts.gov/datastore/opinions/2022/04/26/16-72752.pdf,mistralai/mistral-large-3-675b-instruct-2512,nexus_requirement_met,False,Not mentioned in the opinion.,7036,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,True,"Singh then filed the relevant application for asylum, withholding of removal, and protection under CAT.",6466,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,True,"Singh then filed the relevant application for asylum, withholding of removal, and protection under CAT.",6466,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,True,"Singh then filed the relevant application for asylum, withholding of removal, and protection under CAT.",6466,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,True,"Singh asserts that he suffered past persecution and has a well-founded fear of future persecution due to his familial association with his brother, who is a member of the Shiromani Akali Dal Party (Mann Party), and his own affiliation with that Party.",6466,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,6466,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,True,"The men then slapped Singh on his face, hit his stomach, threw him to the ground, and started kicking his stomach. [...] The men beat Singh with hockey sticks all over his back and arms.",6466,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,True,They told Singh that they were going to kill him.,6466,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_nongovernmental_actor,True,"The BIA also found significant the fact that Singh’s father continues to live in India without any interactions with the unknown assailants, and that Singh was able to freely depart the country using his passport. [...] The BIA also rejected Singh’s reliance on country reports that mention mass corruption and bribes in India with regard to police officers. It determined that these reports were indicative only of a generalized fear rather than an individual fear of persecution.",6466,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_finding,True,"The IJ found Singh to be a credible witness. [...] The BIA did not question this credibility determination, and there is no indication that 'the BIA implicitly found the presumption of credibility rebutted.'",6466,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,6466,
20-72806-2023-01-12,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/01/12/20-72806.pdf,mistralai/mistral-large-3-675b-instruct-2512,nexus_requirement_met,False,"The panel clarified that the BIA had not resolved other issues relevant to past persecution, including whether the Indian government was unwilling or unable to control Singh’s attackers, and whether the persecution was on account of a statutorily protected ground.",6466,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,asylum_requested,False,Not mentioned in the opinion.,582585,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,withholding_requested,True,"The panel denied a petition for panel rehearing and a sua sponte request for rehearing en banc in a case in which the panel... held that the Board of Immigration Appeals legally erred by failing to conduct cumulative-effect review in assessing petitioner’s evidence of past persecution, and remanded for the BIA to reassess the evidence under the correct legal framework.",582585,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,CAT_requested,False,Not mentioned in the opinion.,582585,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,582585,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,protected_ground_particular_social_group,False,Not mentioned in the opinion.,582585,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,past_persecution_physical_violence,False,Not mentioned in the opinion.,582585,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,past_persecution_death_threats,False,Not mentioned in the opinion.,582585,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,582585,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,credibility_finding,False,Not mentioned in the opinion.,582585,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,582585,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,meta/llama-3.3-70b-instruct,nexus_requirement_met,False,Not mentioned in the opinion.,582585,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,mistralai/mistral-large-3-675b-instruct-2512,asylum_requested,False,Not mentioned in the opinion.,3707,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,mistralai/mistral-large-3-675b-instruct-2512,withholding_requested,False,Not mentioned in the opinion.,3707,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,mistralai/mistral-large-3-675b-instruct-2512,CAT_requested,False,Not mentioned in the opinion.,3707,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_political_opinion,False,Not mentioned in the opinion.,3707,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,mistralai/mistral-large-3-675b-instruct-2512,protected_ground_particular_social_group,False,Not mentioned in the opinion.,3707,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_physical_violence,False,Not mentioned in the opinion.,3707,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,mistralai/mistral-large-3-675b-instruct-2512,past_persecution_death_threats,False,Not mentioned in the opinion.,3707,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,mistralai/mistral-large-3-675b-instruct-2512,persecutor_nongovernmental_actor,False,Not mentioned in the opinion.,3707,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,mistralai/mistral-large-3-675b-instruct-2512,credibility_finding,False,Not mentioned in the opinion.,3707,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,mistralai/mistral-large-3-675b-instruct-2512,bars_one_year_deadline_missed,False,Not mentioned in the opinion.,3707,
19-70961-2023-08-15,https://cdn.ca9.uscourts.gov/datastore/opinions/2023/08/15/19-70961.pdf,mistralai/mistral-large-3-675b-instruct-2512,nexus_requirement_met,False,Not mentioned in the opinion.,3707,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,meta/llama-3.3-70b-instruct,asylum_requested,True,"Alcaraz conceded inadmissibility, but applied for asylum, withholding of removal, and protection under CAT.",128927,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,meta/llama-3.3-70b-instruct,withholding_requested,True,"Alcaraz conceded inadmissibility, but applied for asylum, withholding of removal, and protection under CAT.",128927,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,meta/llama-3.3-70b-instruct,CAT_requested,True,"Alcaraz conceded inadmissibility, but applied for asylum, withholding of removal, and protection under CAT.",128927,
15-71553-2021-12-14,https://cdn.ca9.uscourts.gov/datastore/opinions/2021/12/14/15-71553.pdf,meta/llama-3.3-70b-instruct,protected_ground_political_opinion,False,Not mentioned in the opinion.,128927,
